"Job ID",Agency,"Posting Type","# Of Positions","Business Title","Civil Service Title","Title Classification","Title Code No",Level,"Job Category","Full-Time/Part-Time indicator","Career Level","Salary Frequency","Work Location","Division/Work Unit",Hours/Shift,"Work Location 1","Residency Requirement","Posting Date","Post Until","Posting Updated","Process Date",Salary_Range_From,Salary_Range_To,Job_Category_Industry,Hours_Shift_Simplified,Salary_Range_From_Modified,Salary_Range_To_Modified
582773,"DEPT OF ENVIRONMENT PROTECTION",External,1,"GOODS & SERVICES PROCUREMENT SECTION UNIT LEAD","PROCUREMENT ANALYST",Competitive-1,12158,3,"Finance, Accounting, & Procurement",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","BWT - PROCUREMENT","35 hours per week/day","96-05 Horace Harding Expressway, 2nd floor Corona, NY 11368","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/23/2023,N/A,4/23/2023,8/6/2024,$60010,$100875,"Finance, Accounting, & Procurement","35 Hours Per Week",$60010,$100875
644606,"DISTRICT ATTORNEY-MANHATTAN",External,1,"CRYPTOCURRENCY ANALYST","COMMUNITY ASSOCIATE",Non-Competitive-5,56057,0,"Technology, Data & Innovation Legal Affairs",FT,"Experienced (non-manager)",Annual,"1 Hogan Pl./100 Centre St., N.","Cybercrime & ITU",N/A,N/A,"New York City Residency is not required for this position.",7/31/2024,N/A,7/31/2024,8/6/2024,$55150,$58508,"Technology, Data & Innovation",N/A,$55150,$58508
636621,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,2,"ASSOCIATE CHEMIST II, BUREAU OF THE PUBLIC HEALTH LABORATORY","ASSOCIATE CHEMIST",Competitive-1,21822,2,"Constituent Services & Community Programs Health Policy, Research & Analysis",FT,"Experienced (non-manager)",Annual,"455 First Ave., N.Y.","Environmental Sciences",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/21/2024,21-May-25,6/25/2024,8/6/2024,$65605,$80000,"Policy, Research & Analysis",N/A,$65605,$80000
626130,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"HEALTH & SAFETY SPECIALIST","ASSOCIATE PROJECT MANAGER",Competitive-1,22427,2,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","ENVIRON HEALTH/SAFETY - BEDC",N/A,N/A,"New York City Residency is not required for this position.",4/1/2024,N/A,7/15/2024,8/6/2024,$81571,$119554,"Public Safety",N/A,$81571,$119554
622548,"HRA/DEPT OF SOCIAL SERVICES",Internal,1,"DHS ENGINEERING AUDIT OFFICER","ADMINISTRATIVE ENGINEER",Competitive-1,10015,M2,"Administration & Human Resources",FT,Manager,Annual,"4 World Trade Center","Office Of Audit Services-NM",5-Sep,"4 World Trade Center","New York City Residency is not required for this position.",1/9/2024,N/A,2/21/2024,8/6/2024,$70011,$173486,"Administration & Human Resources",N/A,$70011,$173486
643054,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"CERTIFIED APPLICATION COUNSELOR/FE-ABD, BUREAU OF EQUITABLE HEALTH SYSTEMS","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Constituent Services & Community Programs Health",FT,"Experienced (non-manager)",Annual,"1309 Fulton Ave Bronx","CHECW - HEALTH INSURANCE",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/22/2024,22-Jul-25,7/22/2024,8/6/2024,$60889,$70022,Health,N/A,$60889,$70022
629287,"DEPT OF DESIGN & CONSTRUCTION",External,2,"JUNIOR PROJECT MANAGER","PROJECT MANAGER INTERN#",Competitive-1,22425,0,"Engineering, Architecture, & Planning",FT,Entry-Level,Annual,"30-30 Thomson Ave L I City Qns",SSS/Environmental+Hazmat,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",3/15/2024,N/A,5/30/2024,8/6/2024,$56313,$64760,"Engineering, Architecture, & Planning",N/A,$56313,$64760
638285,"HRA/DEPT OF SOCIAL SERVICES",Internal,2,"ACCOUNT ADJUSTMENT ADJUSTER",BOOKKEEPER,Competitive-1,40526,2,"Administration & Human Resources Social Services",FT,"Experienced (non-manager)",Annual,"4 World Trade Center","Off Of Child‚  Enforc-NM",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/18/2024,N/A,6/18/2024,8/6/2024,$47386,$62874,"Social Services",N/A,$47386,$62874
588726,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"DESIGN-BUILD PROJECT MANAGER","ADM CONSTRUCTION PRJ MGR-NM",Competitive-1,8299A,0,"Communications & Intergovernmental Affairs Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","BEDC EXEC / ADMINISTRATION",N/A,N/A,"New York City Residency is not required for this position.",6/4/2023,N/A,8/25/2023,8/6/2024,$58682,$159671,"Engineering, Architecture, & Planning",N/A,$58682,$159671
634214,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"DROP-IN CENTER PROGRAM COORDINATOR, BUREAU OF ALCOHOL AND DRUG USE PREVENTION, CARE AND TREATMENT","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Constituent Services & Community Programs Health",FT,"Experienced (non-manager)",Annual,"42-09 28th Street","Alcohol, Drug Prev & Treatment",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/24/2024,24-Apr-25,4/24/2024,8/6/2024,$59116,$71195,Health,N/A,$59116,$71195
644723,"LAW DEPARTMENT",Internal,1,"PAYROLL CLERK","CLERICAL ASSOCIATE",Competitive-1,10251,3,"Administration & Human Resources Finance, Accounting, & Procurement",FT,"Experienced (non-manager)",Annual,"100 Church St., N.Y.","Admin Services",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",8/1/2024,8-Aug-24,8/1/2024,8/6/2024,$40957,$47100,"Finance, Accounting, & Procurement",N/A,$40957,$47100
550605,"DEPT OF ENVIRONMENT PROTECTION",External,6,"ASSOCIATE CHEMIST II","ASSOCIATE CHEMIST",Competitive-1,21822,2,"Engineering, Architecture, & Planning",PT,"Experienced (non-manager)",Annual,"59-17 Junction Blvd Corona Ny","Dept of Environment Protection","Hours/Shift: 35 hours per week/day",Various,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",10/7/2022,N/A,10/7/2022,8/6/2024,$60039,$89049,"Engineering, Architecture, & Planning","35 Hours Per Week",$60039,$89049
639544,"TAXI & LIMOUSINE COMMISSION",Internal,1,"RECORDS MANAGEMENT SPECIALIST","COMMUNITY ASSOCIATE",Non-Competitive-5,56057,0,"Constituent Services & Community Programs",FT,"Experienced (non-manager)",Annual,"31-00 47 Ave, 3 FL, LIC NY","Records Management",N/A,"31-00 47 Ave, 3 FL, LIC NY","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/27/2024,N/A,6/27/2024,8/6/2024,$41887,$48170,"Constituent Services & Community Programs",N/A,$41887,$48170
619351,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"DIRECTOR, STI PROGRAM CASE INVESTIGATION AND PARTNER SERVICE, BUREAU OF HEPATITIS, HIV, AND STI","HEALTH SERVICES MANAGER NON MA",Competitive-1,1006D,0,"Constituent Services & Community Programs Health",FT,"Experienced (non-manager)",Annual,"42-09 28th Street","STI Programs",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/22/2024,20-Aug-24,4/22/2024,8/6/2024,$94715,$94715,Health,N/A,$94715,$94715
527828,"NYC HOUSING AUTHORITY",Internal,1,"PLUMBER'S HELPER","PLUMBER'S HELPER",Competitive-1,91916,0,"Building Operations & Maintenance",FT,"Experienced (non-manager)",Hourly,"Manhattan Floating Staff","Manhattan Property Management",N/A,N/A,"New York City Residency is not required for this position.",4/11/2022,N/A,5/12/2022,8/6/2024,$37,$37,"Building Operations & Maintenance",N/A,$37,$37
633009,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"ACCOUNTABLE MANAGER","MECHANICAL ENGINEER",Competitive-1,20415,1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"199 River Road North","UPSTATE CAPITAL CONSTR. - IFA",N/A,N/A,"New York City Residency is not required for this position.",4/29/2024,N/A,4/29/2024,8/6/2024,$74041,$107227,"Public Safety",N/A,$74041,$107227
636415,"DEPARTMENT OF TRANSPORTATION",External,1,"NEW MOBILITY POLICY ANALYST","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Constituent Services & Community Programs Policy, Research & Analysis",FT,"Experienced (non-manager)",Annual,"55 Water St Ny Ny",Policy,N/A,"55 Water Street, 9th floor New York, NY","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/30/2024,3-Dec-24,5/31/2024,8/6/2024,$59116,$91768,"Policy, Research & Analysis",N/A,$59116,$91768
588592,"DEPT OF DESIGN & CONSTRUCTION",Internal,5,"CONTRACT MANAGER","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Finance, Accounting, & Procurement",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns",F&P/Acco/Executive,"35 Hours","30-30 Thomson Avenue, LIC, 11101","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/6/2023,N/A,8/31/2023,8/6/2024,$59116,$67983,"Finance, Accounting, & Procurement","35 Hours Per Week",$59116,$67983
635100,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,1,"EXECUTIVE DIRECTOR, BRONX NEIGHBORHOOD HEALTH","CITY RESEARCH SCIENTIST",Non-Competitive-5,21744,4B,"Health Policy, Research & Analysis",FT,"Experienced (non-manager)",Annual,"1826 Arthur Ave., Bronx","CHECW - BX. NEIGHBORHOOD HLTH.",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/10/2024,10-May-25,5/10/2024,8/6/2024,$105746,$150000,"Policy, Research & Analysis",N/A,$105746,$150000
632194,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"CONTRACT NURSE LIAISON, BUREAU OF SCHOOL HEALTH","PUBLIC HEALTH ADVISER",Competitive-1,51191,1,"Constituent Services & Community Programs Health Policy, Research & Analysis",FT,"Experienced (non-manager)",Annual,"1780 Ocean Avenue","SH Nursing Services & Prof Dev",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/1/2024,1-May-25,5/16/2024,8/6/2024,$42721,$50000,"Policy, Research & Analysis",N/A,$42721,$50000
602060,"HRA/DEPT OF SOCIAL SERVICES",Internal,1,"DIRECTOR OF OPERATIONS","ADMINISTRATIVE STAFF ANALYST (",Competitive-1,1002D,0,"Social Services",FT,"Experienced (non-manager)",Annual,"253 Broadway New York Ny","Municipal ID-NM",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",9/19/2023,N/A,9/19/2023,8/6/2024,$94715,$94715,"Social Services",N/A,$94715,$94715
639130,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"WORKERSÃ¢Â€Â™ COMPENSATION AND EXTENDED LEAVE SPECIALIST","PRINCIPAL ADMINISTRATIVE ASSOC",Competitive-1,10124,2,"Administration & Human Resources",FT,"Experienced (non-manager)",Annual,"59-17 Junction Blvd Corona Ny","HUMAN RESOURCES MANAGEMENT","35 Hrs. Per Week","59-17 Junction Blvd Corona NY","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/24/2024,N/A,7/9/2024,8/6/2024,$57976,$84276,"Administration & Human Resources","35 Hours Per Week",$57976,$84276
595362,"HRA/DEPT OF SOCIAL SERVICES",External,7,"CASE MANAGEMENT SUPERVISOR","ASSOCIATE BENEFITS OPPORTUNITY",Competitive-1,56316,1,"Administration & Human Resources Social Services",FT,"Experienced (non-manager)",Annual,"109 E 16Th St., N.Y.","FIA Operations-NM","Monday “ Friday",N/A,"New York City Residency is not required for this position.",7/27/2023,N/A,7/27/2023,8/6/2024,$56677,$65179,"Social Services",N/A,$56677,$65179
596698,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"SECTION MANAGER, ENGINEERING SUPPORT","ENVIRONMENTAL ENGINEER",Competitive-1,20618,3,"Engineering, Architecture, & Planning Policy, Research & Analysis Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"59-17 Junction Blvd Corona Ny","HAZARDOUS MTRLS. RTK PROGRAM",N/A,"96-05 Horace Harding Expway, Queens, NY 11368","New York City Residency is not required for this position.",8/13/2023,N/A,8/13/2023,8/6/2024,$98470,$133496,"Public Safety",N/A,$98470,$133496
632091,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"IMMUNIZATION AND MEDICAL EXEMPTION SPECIALIST, BUREAU OF IMMUNIZATION","CITY MEDICAL SPECIALIST (PART-",Non-Competitive-5,53040,2,Health,PT,"Experienced (non-manager)",Hourly,"42-09 28th Street","Immunization Surveillance",N/A,N/A,"New York City Residency is not required for this position.",4/1/2024,1-Apr-25,4/1/2024,8/6/2024,$79,$85,Health,N/A,$79,$85
560441,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"PROCUREMENT ANALYST","PROCUREMENT ANALYST",Competitive-1,12158,3,"Finance, Accounting, & Procurement",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","BWT/CONTRACT ADMIN./BUDGET","35 hours per week/day","96-05 Horace Harding Expressway Corona, NY 11368","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",11/16/2022,N/A,11/16/2022,8/6/2024,$60010,$100875,"Finance, Accounting, & Procurement","35 Hours Per Week",$60010,$100875
632001,"OFFICE OF THE COMPTROLLER",External,1,"ACCOUNTANT Ã¢Â€Â“ BANK RECONCILIATION",ACCOUNTANT,Competitive-1,40510,1,"Finance, Accounting, & Procurement",FT,Entry-Level,Annual,"1 Centre St., N.Y.","Accounting Compliance",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/2/2024,N/A,4/2/2024,8/6/2024,$61206,$70387,"Finance, Accounting, & Procurement",N/A,$61206,$70387
622987,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,1,"COMMUNITY EDUCATOR, BUREAU OF ENVIRONMENTAL DISEASE AND INJURY PREVENTION","PUBLIC HEALTH EDUCATOR",Competitive-1,51110,1,Health,FT,"Experienced (non-manager)",Annual,"125 Worth Street, Nyc","Healthy Homes Progam",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",1/16/2024,15-Jan-25,5/7/2024,8/6/2024,$56869,$56869,Health,N/A,$56869,$56869
610187,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"ASSOCIATE LABORATORY MICROBIOLOGIST III, BUREAU OF THE PUBLIC HEALTH LABORATORY","ASSOCIATE LABORATORY MICROBIOL",Competitive-1,21514,3,"Constituent Services & Community Programs Health Policy, Research & Analysis",FT,"Experienced (non-manager)",Annual,"455 First Ave., N.Y.",Microbiology,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",10/10/2023,9-Oct-24,5/8/2024,8/6/2024,$83815,$95000,"Policy, Research & Analysis",N/A,$83815,$95000
